od_id,origin_name,dest_name,expected_quadrant,status_2018,time_s_2018,distance_km_2018,status_2025,time_s_2025,distance_km_2025,delta_time_s,delta_distance_km,pct_time,pct_distance,error_2018,error_2025,shape_2018,shape_2025
OD-028,Bình Thạnh - Xô Viết Nghệ Tĩnh,Bình Thạnh - Nơ Trang Long,Q3_AMBIGUOUS,ok,204.9,2.266,ok,206.6,2.298,1.7,0.032,0.83,1.41,,,exhrSmvmojEo~@~[iOui@cCh@gB^dSfq@xJj[`Mp`@|IxVbA`HeHpwAuDpj@sF|z@cCpb@mGd`AyEjy@yYtF{^jNk]bP}_Apr@}CxBqAlAi`@f^aG`FeKjJyJ|I}EtEaKjJmk@zg@wM~VePx_@aZxv@uH|[c@fI\vLUpHKhDC`AoEpRyK~\iCxF_UaN??,exhrSmvmojEiMpEcEfAaj@dSgEuNeEuNeB_GiE`ClQdl@xJj[dBpFxExO`B`FfAbDtHxSbA`HiBf^_AvQ_BtYCzAYlFQlE}@~McBtVcBzWsAjS]`EQbCa@rH[~GqAlTgApPeErn@}Cdi@{@dOy[hLcZnK{_@bNsL|HgIdGaUnPaBjA}BbBaFrDeD`CwChCiAlAw`@v]{GlFkJ~IyJ|I}EtEaKjJq@l@mXjVqJrI{DlDmGtLmDjGcOl]mEhL}DpJqKpWgChGkBtHuF`UGtNNrFYxKGvCcD`TmNp]eG|O}CrHkJeBiEcQ
OD-029,Phú Nhuận - Phan Đăng Lưu,Phú Nhuận - Hoàng Văn Thụ,Q3_AMBIGUOUS,ok,174.2,2.346,ok,177.5,2.363,3.3,0.017,1.89,0.72,,,km`rSy{enjEbe@{_@x@yo@qAkDcrAtc@ug@pQmB^yA^tA`El@xF?jFm@tWgDj_AyDlw@{Bjk@SlGqArb@EvAG~AoAbc@gAb^I|BwItvBEjA]vKeDby@W`GcGxzA[|IqBvk@SvFmBph@sAta@aBjQ_@|D_BtDySnc@_OpU_OnZ}A`D}MvJoQ`KkSuD{[{EsXyE_YwEuPkCkJwA}E{@,km`rSy{enjEzBiBjAaA~NwLzNwL`@i[VoSeAiEk_@jM_^pLkRpGkd@|OmC~@_Bh@{Af@jB~JD|LoD|w@_Af[yChw@cAz[s@hTyAxd@ExAEzAqAva@sAva@}A~`@[xH}EdmAoFjtA_@vIaAjVkBde@mBji@iA~YSzGkBte@cE~x@SzBmDtHcKrR{EpKia@fu@uClFwIdD_QjKuWqEqEw@{PwCyWqEgB[{UaEgQ{CiJ_BCbM
OD-030,Q10 - 3 Tháng 2,Q10 - Lý Thường Kiệt,Q3_AMBIGUOUS,ok,136.5,1.052,ok,220.2,2.277,83.7,1.225,61.32,116.44,,,ixspS_fimjEeF_FmRpTmMtOxKtJxFhSwRtFeNzDsEpAiYdIyDfAcIhFcl@vp@iw@`{@enAbrAhCbCve@yg@d[zXlQlUlGtD,ixspS_fimjExGpGfCpIcRzFhAnEjFlSkElAuPzEwRtFeNzDsEpAeLdD{IjCeAXe@T{DVf@r@HFrA~@fCjB`GhExK|HbFtDr@f@~o@he@hAx@`JtFrD`C`BfAlIpF|CrBlPfMvH~FfBpAjBvAfE`D|GxE~B`Bvv@vg@hFhDbR~SzBlCtO~Q`@l@rtAz{A|BhCvApBhC`FqGpAsGnBakAdToF\wDr@yUlEeTtDu~Ab[wm@xJg\nGmGegAiIqL}GwJqS_ZcLaOsD{EuD{E_RqQsGyDof@a\
OD-031,Q8 - Phạm Hùng,Q8 - Tạ Quang Bửu,Q3_AMBIGUOUS,ok,138.6,1.414,ok,141.0,1.416,2.4,0.002,1.73,0.14,,,_qonSqi_mjEcSXgm@jCg`@vEyB}MkL{{@aEqa@}Ekf@kJsmA{Cu`@eQ}`B}MqrAcScsBzZ{@zYy@nKCvTIhH~l@,_qonSqi_mjEcSXoKd@qPr@eOp@o]dE{C@cAuIUaCgAyLsEgg@sFah@{F}g@eFag@i@kFqFyt@O_D[}E[eDcGkj@wEgd@}@uIaCcU_BgOiCsVwBqSmHku@iFci@kBsRzZ{@zYIhLGdU?`Ghk@
OD-032,Xa lộ Hà Nội (Thảo Điền),Cát Lái direction,Q4_DEGRADED,ok,915.4,16.133,ok,474.5,6.214,-440.9,-9.919,-48.16,-61.48,,,yjgrSoseqjEem@`TsDkJcBb@aIuRmOcYsK{HwBwTk@{F}C{UyE{q@aGgq@sCs@OeSxcAuPbBc@`IoAhXeChOi@`HUtKDxHbArIfaClC~bAfD|IrFvDlNb@lRkBjd@uEfEc@jI{A~DuAzFmErBsGA}KoFwn@kCeWoAoOpAkE`BgCbD}ArEs@pEFdLjAdRfAaE}UoFmQcCaIkEqM_K_\uF_JeHkGkGqBkLy@mGYiDNwQLaEsBaC{A{@i@}AmCkDkGwDg^uXikCqSefB}JyaAe\y~CaK_cAeEyb@_Es^iCeSuAcTScS?iUx@gVHmIlAqIQ_Ii@kHeAyLcFyGuDqH}GkQeGqR[eH{DqSgEsZeC_EqDaUyIqh@oJ}_@eNic@e\ez@Q_FwAiH{E}OmA{FiAcMEgHh@sGt@qElAmC~E}JxEuFnH}EtGoBdFaA~EY|MEzYj@reAjM|TdAvaCtXzl@lF`qBrR|m@jFtbEvb@jDyAtBsAxAcAbBmDsBsL}Bab@_Km{AwUc|@sTqw@oJmZqa@_`B{gA_cHg]ceF{RulRsMcdKmAg_A^ccGfBgAfB}AnAmF|FicCdKsq@t@eBbJcThCgGzJ_MdKwJbKaHnKeGtTsEdk@mDtt@_HtOa@lDKrTCjgAKfC|AlEf@`D_@jCwAfBcCr@_DEgDu@qCkB_CwBiAaDc@yBHwC~@yBnBi_A{A__@}CcLuDeIwGgEkF}@iIu@aJh@uGPyK{Hy\yFkGsEuGwjB_fBw[s_@yLgR{HcO{H_P{DuKiDoS?yYtCoUlFyNhOmMdJmBdOjChEjDnFlGpClRiAvVgCz]g^~uFqDj`@{D~c@qKbsAoCpc@wCns@yDj{AiB~|@B`_G`B`dApPpcKjO`qRv\~~Exb@vcD,mqgrSiieqjElHcFhGmEpKgHnDw@~JgFjM_DzCm@~Do@DA`]mCp^iCfHgAjI{A~DuAlFoCTKzG{DzHmI^m@lGqKhBaH^uCb@yDdAiMt@}LFiKb@gRLsG@eC@_CyCqOw@qEmAiJ_CuK{A_HkMga@uF_JeHkGkGqBkLy@yCQwFEkJSoDIeKI_EC{@uEcBcJ}Dy^gm@orF}JyaAe\y~CaK_cAeEyb@qCsVcBkNsAyKuAcTScS?iUx@gVD{EBqBYaMo@kLmBwKkG_VuQql@uEwSsDcSy@aFy@wEqDaUyIqh@oJ}_@eNic@kZkt@aDeIkDgHeDmHNgMy@eZh@sGt@qEd@sAnB{FvCqFzDoEvGmEjHsCpKaBtKQhZdAjn@vFdqH~u@`pAxMxgDh^xJdAxDK~EOxCSvCg@pCu@nD{AzE_DbCwBzB}BrBgCz@wAn@}Ad@cBN_AHg@L}BC_CS{Be@yBd@yGlAcMjBcLpBmGxHqGed@goAkPkg@kJgZaQul@}N_j@{CeL{UmfAwJgh@_C_Bi@GiAj@sFfFyBvDyEuOgJ_d@cKun@gFk`@{Fgl@yAcUsAaO}ByIaCgGc@cEKeH}@sCyAi@sBHuIbB_Ar@Wx@VhLW|B}@bDe@xCArBPvC|Fb^vAtM~@nKlAdIvAnLr@|JNvF?fGLdCz@~CnArAp@dCVdNb@vH
OD-033,Thủ Đức - Phạm Văn Đồng (north),Thủ Đức - Bình Thái,Q4_DEGRADED,ok,1183.1,14.318,ok,926.9,11.45,-256.2,-2.868,-21.65,-20.03,,,_yrtSqcvnjE~JlDfPnLvQdMfPbMfPbMlG|E|ZnUpLpJ`F~DjG`GtAxGXvA|FfY\~AtCjNhFr^z@bG|BzO`AxFfK|h@bFbW`XyK`d@_RbRyHxu@{ZbA[rFeCfCkAfSyIz`@_QhOkKvFmGvDqE`\}[z@{@bWkWvL}Lbd@sd@pMwM~EaFbg@qb@fz@qs@xUgSp\uYhJeIfFoEfXsWlPoVxO~OnYrY~b@vb@j@v@ZjBlBmBls@uv@by@c~@zHuIzPmR~RuTfKiLnGcHdCsC~L{NvG}HvPkOvXgR|l@eGha@kOdOuEt@t@`Ah@lBZpBIdBq@nAqAh@wAN}AK_Be@wAaAmAsAs@{BwMmJ}h@ySglAsWwyAoDuTcQmeAmX}_B{PcbAePc~@_DcR{z@_iFo@uDiFy[wOsz@ih@m|CkIg\mH{`@oLep@wHkb@sFy[rDwB`D}DnA{DXkE]kEgAgDoBoCmCoBcDgAiE]iBDiSgkAiU{wAkBsNaMkq@yL{o@yG{XkGcSmMea@cT_i@kK_TuLqTaOkVmNeUiHsJ_EmH{]me@aa@ki@aT}Yog@eq@qa@ki@km@gy@iZ_]iYs\we@_o@ga@oi@gf@sp@{G_Imh@}p@uw@agA}SkYkGyJ}Xok@qK_WwKqXkL_]gKe]yIk]_Ho]aAoFmG{^aOy`A_DeRcB}NeA}KqJel@sWq~A{Lwv@}Hoc@wHcZkWkl@{QwZ_NwRyNmOc\cZ}i@y\_s@o[}QyE{_@oMar@kW}q@y]mm@mY}\yOcm@uY_wFcoCav@c_@s\oOpD_D|JoKnDgHvC_IfUkd@lP{V`GyCde@{OnOaLvCuG\ek@LyRbBkO^f@j@XfAHp@Mf@_@\k@JeAKs@[k@[Wo@Se@Cq@Hk@wKl@wOd@kLBaFFmLMcCmBsXaAsNs@iSdGk`@zIe]xHwPvKeQnO@|_@mCrVcB`JgCvOwF|HmGxYsVdOuN~a@o]rOkMpEsDtYqVpSoLzZsNdPoDfHTfEsBdKo@`RyFjPeIvZ}RlHoD|PaK`OyGzU}MtS_LbDs@nf@oYKh@nDqD|JwKCIvJuMlKqPfLsS`h@w|@t[mXjp@uUpEkB|MkE|WeL`IaAnQwFdFhGne@~Urn@jYby@t^|ZlNzS`LtGrDlj@fW~i@nVn\tOfm@pXxUzLic@l|@,_yrtSqcvnjE~JlDfPnLnLfIfD|BfPbMl[_c@pJ}Kts@vt@~KnLxHjClG`AfJK~CTpC~AtCrDp@tAdTvb@Pb@rFpMxEhPlD`Q~CpN`D`EtC|BxBhArClAlDn@`EZlCBdD\r@VxAd@zBhAvF|DpB~A|FjGzB~CdCbFzIqDfh@cTrNmHtIyFpFqE~D{DhPsPlFqFlDoDjFqFfjAwkAnMyMzG}G|CeDlSmT~EmF~AuAtAkAne@s`@vBiBpM}KpUqShUeSrGwF~H}GdA}@dDkCfRwQ`AiAbCsCfMsOdC}CfB_CpxAs~B`\ik@rb@_p@rK}NpMsMnIgI|M}Jp}Aef@k@_EwXskBcDwTyHgh@Ig@kCsQu]m`CaKar@iDiUmCyQaMgz@lFQr{@fFfMv@|EcAhIgBo@uDgAuGqIgh@{QkhAw_BwhJy@sEq@sEo@}Ei@_FmVmlA}eAclGcEyVMw@yJel@kM}p@gGyWkGcSeF{O_BeFgCcIcT_i@kK_ToIqOeB_DgZqe@}EcIk@}@sD{FqHaK_|@{kAmMoQoAmBcC_Dog@eq@qa@ki@mMcQaTaWg[kb@iI_JwQeTeFcGwe@_o@ga@oi@gf@sp@{G_Imh@}p@_p@g}@uFyH{PyXeBcC{B{DNq@Js@@g@A]C]G]K[M[OYSUSUWSYOYMmCiFeDuA_N{XuNk[{IwUkLuYgKe]yIk]_Ho]aAoFmG{^yZeoBsLyu@sGs]aMax@sLgt@kIkb@u@yC`EoC{Msf@wCkIoMgYc@_A~Ay]~AmJJkH|B_b@?aOgD_VyYgZyWmYkNqO`FiC~@V|TiN^_BhQuLta@cWfC_B|OwJrVqM|U{MdHcEvGmFdGcFdA{@lL}JrKoLhKoMzGcNbGgPpN}_@pFcOpFqO~Xuw@pEmNhCwGdJkJpCgChGwF`GeFfFoErBgBt^ma@hQ}R`T}U~@}@bWiVVkC`@iDt@iG~@uFtBmJtDgNxFeGtEiEhJgEtOuG~`@yOnGmCxAq@xBcAzGeD~UmOfKaHfIwGrCqChCyCvBsClBwClPa[~ByEdCiFv^yx@hP_^kOiHcYwM}\}OoQoI_@YYa@Oe@Cu@Js@\k@zn@ouAgTeKw@~A
OD-034,Nhà Bè - Nguyễn Bình,Nhà Bè - Ngã năm Phước Kiến,Q4_DEGRADED,ok,119.4,1.402,ok,167.2,1.475,47.8,0.073,40.03,5.21,,,av~kSof`pjE??KbA|ApTzDhn@`@tLT|En@rCfH`W|AvFl@|EhArEdEjLxL~ZzFtNtFtOh@hCFhEFfCOxCUlBa@~@cHtBkBp@?hC^pG~@rIpAjKt@dGPjDBvFPbKva@kC`Kq@`^_CfWmBt@Eb_@oC`ESjCMlCPnJyb@lQmu@nK{f@rWwhApRc~@pGuX,cfclSupfpjEkTkWqIeL_AmAa@_BOuACkAFoAlAyBxL_LbEsD\cBOaBeHuWYcGbl@u`@l~@qn@tAfEvIjXrl@lhB~BhHxV`v@~Olf@jGrPeAdInAjEfE_AvGsA~l@cMjWmFjDo@dDe@`C[fCOl@CfACrBBP?dDJlDT|CV|Ch@dCh@`IpBzHlBsBrIk]zvA
OD-035,Thủ Đức - Mỹ Thủy (east),Thủ Đức - Đồng Văn Cống,Q4_DEGRADED,ok,466.6,5.468,ok,561.3,5.915,94.7,0.447,20.3,8.17,,,mlvoSanrsjEc{AkxAy_B|_Bek@wt@kjBu_CevAg}A{K}L_fBeaBok@kf@cRmM{CaC{BwBwAwC{BeBaA]uBYwBDmBd@kBfAuAdBi@xAQbAsAjAch@pw@we@hm@ad@pp@_g@ps@yP~^aHtSe@rm@o@hz@{BpwCCx_@|SCzFqA~R_PbUnQiQrQaAtlAe@tj@n`@jd@oWhVzl@zo@lOpP`cAbgA~U~Wpd@`h@pSrTdy@`~@lTbVvIrF~I|EdShB`]xG_Df]uDh]mMloA_AdOdpAoJfiAuEllAaH~_@yCtlA}E|hBmP`b@gIpj@{Lnb@eZ,quvoSkirsjEfE}EiBgBcrAuqAuC`CaDAubA|dAs@lEeLlL}R{TibBuyBgUs[e_BciB{kAohAiB}AeF}@_f@}`@mZqVcQ_NgSeMU}Ag@wA]k@a@i@oAiA_Bs@}Aa@m@Eo@?aCVcBj@wA~@eApAs@`B[hBClBFzAv@tBqk@pu@wXr_@mm@rx@i^r[kI~LeHnMuKdVaGzSHbIGjEe@~_@e@vk@?xC\bCeCb{CaAbaBg@~f@ErTu@zaA@jIo@fJaA`LiBjH_EvMeGhN_IfK{GfHiI|GmFnEjKlLjBxBf`@jb@tw@f}@xYf[jVdYdd@`h@nSfThO{NnTdXlRpTlPlWhK~UdDxHdUbx@bK~e@t`AsOzm@qGhpA{HliA_GxmAaG~a@}BljAeFx_@pMzw@`ZvThIlFhBnh@hQ|KvDbBj@jW|J|MpH~n@Jxd@i@Igh@p@{LmAo\Mcj@
OD-036,Q7 - Khu A NVL,Nhà Bè - Lê Văn Lương,Q1_DATA,ok,471.5,6.02,ok,397.2,5.965,-74.3,-0.055,-15.76,-0.91,,,{dzmSyuaojEFzCB~Ea@dGc@pK`@hCzLqG{AdDa@zE`EdqCn@hF~CvBbk@S~E}Eh@aHiA_eCeCcIkGaKMiOeG?Qec@CkD?uBE{lA|GE?cd@Xy}AIktAQmw@x`AwGtaA}FdzCeSd`AaG|a@{Cj`@wDxLaBfB\fCGrCeAvG{Aza@}H|s@}PvD}Ajr@uXtk@c[xSeMt^qTpv@ch@`[cSvMuIdZeShDyBd]wUztAwz@`}@am@t{@em@dXuQ|EkCtc@w\btAg{@bS{MpCmBbtF{tDzmHu_FdmAiq@rrAsa@sGyUqNjE}iAbb@slAdr@cWtP,knymSsvaojEH`Is@jAcCnDgBnD_BfFa@hCQfE~BfzCbDHjXz@dUY`Bq@lAkAlA{A\qCA{CiAqpCMoJqDgDeFcBe@wk@AqCCsCa@y_@nA_Hf@{EDe[Kic@B_aB@qW@gLBaj@[yo@?_It_AyFtaA}FdzCeSfl@sD|RmA|a@{Cj`@wD~FoAtFkAfBVfBCv@Qj@OjAm@pDg@t@Kra@_Hvh@eM|IcC~GuBjo@qWtk@c[xSeMt^qTpv@ch@~B{A`WgPvMuIdZeShDyBd]wU|~@ik@|TmN`}@am@xo@cd@zJaHdXuQ|EkCfKqHlWeSp`Acm@pRcMbS{MpCmBnnDeaCxY{Rxi@y^tNkJjgAqs@fSuMvlAmw@bl@u`@l~@qn@|GeDxf@}Ztf@uThSkIlReHv\oLbKmDsGyUqNjEyfAva@gi@fWoe@hZsJnGoKbH
OD-037,Bình Tân - Tên Lửa,Bình Tân - Kinh Dương Vương,Q1_DATA,ok,180.3,1.635,ok,235.4,2.597,55.1,0.962,30.56,58.84,,,mvnoSo_tijEd_@jTjMnHpPfM~MkGlEuBbz@nA`nATlVXdCzTj@jGtFi@tFk@hCCc@_EeI{c@yAwJcBkNyAcPYcWHqf@t@qc@|@cz@F_Gl@uh@`CqeBbb@{JpkBme@{@kDoLke@yBiI,evnoSw_tijEf]pSzGbEdSlNtB|BjCsAtM{G|@UjAInp@ZzGCvmAdA|UKlA|K~@bIl@nFlBtPLlAXdCtNlqA`Irs@\vCtBU|KoApBUmDw]{TcmBUqBgAgJk@yEe@uDeI{c@yAwJcBkNyAcP[cKM_KjAav@BaTDeEFkHToVLcNXkTb@m\BcCDkD\kVf@m^VsXNgKB{BjLoCjBg@tQmEzjBmg@h`Bga@fCo@mA{EkCr@{YxHg`@dKmd@xLu@eDkIk\iC}J
OD-038,Thủ Đức - Lương Định Của,Thủ Đức - Trần Não,Q1_DATA,ok,292.8,3.48,ok,193.6,2.726,-99.2,-0.754,-33.88,-21.67,,,}ddqSwaarjEqRme@_zCakH_MyY}G_MwK}RyGuLeReVmDcEeCqC}BmCoC}Cul@gc@}WyM}PkHaXoJyVoGuUkE}WmD}_@}DyUqCiOeB_|@sKrBrLlCnOrAfHnJ~r@|QvsAvCrXh@tCjB`MhIdj@pWxmBhA`JtXroBbT~cBnJ|u@zN|`A`Ef]dDtXpJvt@|Hpk@vEl]dCfNhCpKxLj\|DbJpPtb@~JvTv@vAfOr^rB{A,}ddqSwaarjEqRme@s_Ac|BsB|@qBz@gOlGuF~BjNv\`q@p_Blr@bbBls@bdBvF~MtAdDdC`Gx\jx@fV`n@jVxl@rAbDh_AtyBwEnBQFmElByXrLmIjDeIhCqEpAuX|FsGr@eR~@kWI_ObAuIfBmQtHwAp@iElBiG|C}GtFaLdH}KjFqJrDiKnCi`@bKif@tCmc@FsM\wJn@yKtBeK`C}GtD_NeZyLeYg^cy@uIiS
OD-039,Gò Vấp - PVĐ/NTS junction,Bình Thạnh - Bạch Đằng,Q1_DATA,ok,809.6,7.614,ok,683.8,9.547,-125.8,1.933,-15.54,25.39,,,edmsS}iqmjEe@i@uk@{q@kCiDsA{B{AgDuTco@[gB]mBQ}BJgCXcB\yA`BsCrDoGdB}GxByD`JoD`KgEho@qQb~@{R|[gG|Rm@vDAlCs@rBk@bh@iThDcA|D_@fBl@~Cz@`Nnc@lFfSjLlc@|Pdm@rMld@VdAfw@gw@v[u_@vT_Ujc@wd@`@m@ln@kt@wGwKcKwUaQkd@wKoj@kCmk@KuBdF}t@~JojA~BB|BMdCc@dEcBxBcBdBuBpAeCv@sCh@cCSeHwA_G}C{EuE_D{FyAkGIoGiDmGoSqTup@q_@ccAeSyf@mQo`@ct@utA{MaX}Oi\oSya@{Pu`@sVsn@}Ysy@iWoy@{E_Q}Ngn@_CaQLiBSiBw@}A|@aJeNmv@qCgPeNwy@kP_aA}F{\kFmLi@}QwAmJsEsWeN_u@cIyd@gLqo@}C{RsCiOwJii@yJok@cMuy@eJwg@gKil@oDyUqLaq@kD_UmBkKvAi@bFuBnXaGnf@{Edm@yNho@_Jt\_FjDwAjWqK`WkOnNmJh^s`@dHuHnEeFrHeBnFyErKoJfBmJ~UkQnGoFtb@s^fr@cj@b\wWff@_`@xJ}H|k@si@vV`IfFfAhJnBpQdDnP~AfMT~RHf^y@tFI~PWjYE|x@iBdV}@tRQxLMn[oAbaAwD}@eg@fFq@Io{AqDBgp@a@uMk@mLeB,cgnsSknumjE_Ooc@`KgE~C_AzUcHlSmFlMoCto@kN|[gG|Rm@vDAlCs@rBk@rh@yRhDcAvEg@lAt@~Cz@~GdWbK`_@vM|c@tMtg@vAjEtJj[hBnFj]c_@zXcZdW_WxCcDbUmVhQkRbQoRx\g^|IaLhDkEoAaDcCmGcKwUaQkd@qKyk@iBmb@UiGb@oIbDom@~GkhApBBvD]jDiAl@a@fBkAxBoCnA}Cl@iDFqD[kD_AaDaBoC{BwBsCyAyCu@aDSgA?eAHmCqL_]eeAq_@ccAeSyf@mQo`@ct@utAis@exAyGsOwC}GmCaGgUok@e[y|@iWoy@{E_QiNkn@{DaRyAkIuBoLcZsbBwPm_AmF{YuFuYmBuNa@kCiBkKc`AcuFcO{{@ga@s`CsGm_@oEuWkKqm@cCuNo@uDgAuGqIgh@{QkhAw_BwhJUcN\cJ}YebBTgKxAeFbCeF|C}CrDyBzEoAlF_@lXiBnCZdD\bIz@`CXjGt@tMzAtVvCpl@pEtsDbYzrAbK`RvAbD^|Cn@vC~@nCnApBlAfBvA`B~AxAfBfYzb@xNrRbBpCfM`PrEvD`G|DdPdKrObHlLrDnRpHhO~FlPpGvGhC~d@fRjCfAxHrCjZzKbBl@xC`AdYfIhJnBpQdDnP~AxNHbNHt|@qAf_AkAbT]nWs@t\m@d^iAv^aBxAIpJa@hPo@jYaAj^oAvRe@`c@Z`}@jB|Vp@rJRlRb@zERdEJX{InGmeBXwLaESkx@qAoq@iAsU]wIYsBCoKOoHIeRQgPQyYKmHCsFEqp@oAcKKyRaCnD_NhBQn@yB
OD-040,Thủ Đức - VNU campus,Thủ Đức - Xa lộ Hà Nội,Q1_DATA,ok,551.6,5.424,ok,537.5,7.088,-14.1,1.664,-2.56,30.68,,,ukmvSgrvujENsCaJwJuUXqMMzY}L?eE?iEPwHjAsEpCaGjI{D|E{@lGaArA\d@|An@bFDxGClBpGf@bLj@fARhXgLx@Atb@ib@hMxO`MzPjSpYhHxLnXxd@h^hs@hDzGdRh_@dl@diAv\xu@|GlMjQ|^hKvTnUrc@`b@|y@xPt]dWpf@pTxe@dUhc@bo@vnAh]ft@r{@rdB`a@xw@hs@lvAlJvSx@jBjBtDjIcE~IqEv~@fiBnOvZv\`q@`w@b|AnWbe@be@lbAfKeGd{@o_@h{@i]jC{M|EeGrD_DiC_DgCmGAoGj@qIuA{CqC{CiAoEUkF|CoQJeGiAeC}B{BkD|AsV}DoKu@iCiBsAgDRuD|FiUxMc^rAwD`@yCa@qHh@wLrByPrAuIrBgH~@{D_@_EeHwNgF_@oKu@}HqCyT}CjDaYrBsGjH`HzKnErPxBjyBzU|PhBjMybAhFuSsEwe@iDz@sSyqAfOiCbGWwGa|@,gvmvSsbwujEeH_HSyYjAsEpCaGlCqDrEsBxA[zBWzAEbCR^@hBV`AbB`@dFf@~G?pCfEJbLj@xDc@bLwEdHwCnMkKlC`CbHdBpNfRjMbQfVl^hRrZ`HaChFu@b@DZJn@^j@j@zBzBjDxAvSra@jQ|]d@z@|CjGz@dBr`@~w@b_@vu@rUtd@n~AzbDrRd_@~AxCvDlHrCtFfBjDhKbTvExJz[nn@tTtc@xMpWnNnYtElJ~DdI|Qb_@pb@h{@vQj^dpAliCtDrH~CbG|IdQxU`c@~W|i@jRz_@`NjXr}CzjGxKbU~E`KdpArdCbClGfo@loA~IxOxRpXhMpVvQfXrWj\nNtS~GrHfNhO~GnG|ChD~FhFnLgNlEiEdAmAzAeBbFqGnEiGdGaIzBuDnD}FjAyGdDgEhDmFtNcT`CsEzBsEpBeExEyJxJgSxGgNdCeF~Qw_@dMkWzA{C~AgDnKkTv@aBrCgGbAyBfCqFvGoN~DuIx@gBxCoGn@wAnDwH~AgDtIsQbF{KjAmChCkFd_@ak@pF_JfByElAoClAwDtAeEzBkIt@kC`FoQ`HqUzBkJ\yFD{AJcDc@{Lk@kGgAwLgGcq@kBiSYeDiAcMOyA[oB}AyKkDiRmEsMyBkD{JqOoDaHgCaFoAiDoBmHcDsLeI?u]Lkf@eE{IiAos@kJyU{Dke@}Ho]uFeIgAcw@qLeFq@lEiWxIqg@sa@wOgBwBQgC`@eGm@wL_QshAdAiMzGWdO}BjNoAlIq@_ByWsB}[w@cI
